"date","material_no","ch3_ship_to_code","volume_units","actual_sales_value"
"2022-05-20","70173901","5517876","72","5880.96"
"2022-06-03","70173901","5517876","336","27444.48"
"2022-06-10","70173901","5517876","24","1960.32"
"2022-06-17","70173901","5517876","60","4900.8"
"2022-06-24","70173901","5517876","60","3920.4"
"2022-07-01","70173901","5517876","180","11761.2"
"2022-07-08","70173901","5517876","156","10193.04"
"2022-07-15","70173901","5517876","156","10193.04"
"2022-07-22","70173901","5517876","192","12545.28"
"2022-07-29","70173901","5517876","192","12545.28"
"2022-08-05","70173901","5517876","84","5488.56"
"2021-01-18","70173901","5519125","4704","193428.48"
"2021-04-03","70173901","5519125","4212","171470.52"
"2021-05-25","70173901","5519125","4608","196992"
"2021-07-23","70173901","5519125","4416","165158.4"
"2021-09-21","70173901","5519125","4236","198710.76"
"2020-12-30","70173901","5519207","240","12336"
"2021-01-03","70173901","5519207","240","12336"
"2021-01-21","70173901","5519207","2112","86845.44"
"2021-01-28","70173901","5519207","240","9868.8"
"2021-02-03","70173901","5519207","240","9868.8"
"2020-12-30","70173901","5519394","240","12336"
"2021-01-09","70173901","5519394","240","9868.8"
"2021-01-16","70173901","5519394","2748","112997.76"
"2021-01-27","70173901","5519394","240","9868.8"
"2021-01-30","70173901","5519394","240","9868.8"
"2021-02-06","70173901","5519394","480","19737.6"
"2021-02-10","70173901","5519394","240","9868.8"
"2021-03-03","70173901","5519394","240","9868.8"
"2021-03-24","70173901","5519394","240","9770.4"
"2021-03-27","70173901","5519394","240","9770.4"
"2021-03-31","70173901","5519394","3024","123107.04"
"2021-04-03","70173901","5519394","240","9770.4"
"2021-04-07","70173901","5519394","240","9770.4"
"2021-04-17","70173901","5519394","240","9770.4"
"2021-04-21","70173901","5519394","240","9770.4"
"2021-05-19","70173901","5519394","2652","113373"
"2021-05-22","70173901","5519394","240","10260"
"2021-05-26","70173901","5519394","240","10260"
"2021-06-05","70173901","5519394","480","20520"
"2021-06-26","70173901","5519394","240","10260"
"2021-07-07","70173901","5519394","240","12825.6"
"2021-07-21","70173901","5519394","240","8976"
"2021-07-28","70173901","5519394","240","8976"
"2021-08-04","70173901","5519394","240","8976"
"2021-08-14","70173901","5519394","480","17952"
"2021-08-28","70173901","5519394","240","8976"
"2021-09-04","70173901","5519394","240","14620.8"
"2021-09-15","70173901","5519394","2688","126094.08"
"2021-09-22","70173901","5519394","240","11258.4"
"2021-10-06","70173901","5519394","480","29241.6"
"2021-10-09","70173901","5519394","240","14620.8"
"2021-10-13","70173901","5519394","240","14620.8"
"2021-10-23","70173901","5519394","240","14620.8"
"2021-11-17","70173901","5519394","240","11697.6"
"2021-11-24","70173901","5519394","672","32753.28"
"2021-12-01","70173901","5519394","240","11697.6"
"2021-12-08","70173901","5519394","240","11697.6"
"2021-12-11","70173901","5519394","240","11697.6"
"2021-12-29","70173901","5519394","240","11697.6"
"2022-01-22","70173901","5519394","240","11124"
"2022-01-26","70173901","5519394","192","8899.2"
"2022-01-29","70173901","5519394","240","11124"
"2022-02-02","70173901","5519394","240","11124"
"2022-02-23","70173901","5519394","240","11124"
"2022-03-12","70173901","5519394","240","16612.8"
"2022-03-19","70173901","5519394","240","12460.8"
"2022-03-23","70173901","5519394","288","19935.36"
"2022-05-13","70173901","5519394","240","19603.2"
"2022-06-01","70173901","5519394","240","19603.2"
"2022-06-11","70173901","5519394","240","19603.2"
"2022-07-23","70173901","5519394","312","19621.68"
"2022-07-27","70173901","5519394","240","15093.6"
"2022-07-29","70173901","5519394","240","15093.6"
"2021-01-19","70173901","5519887","1692","69575.04"
"2021-03-31","70173901","5519887","1848","75232.08"
"2021-05-19","70173901","5519887","948","40527"
"2021-01-21","70173901","5520563","3756","154446.72"
"2021-01-27","70173901","5520563","960","39475.2"
"2021-01-14","70173901","5520744","888","36514.56"
"2021-01-21","70173901","5520744","2112","86845.44"
"2021-02-25","70173901","5520875","192","9770.88"
"2021-03-25","70173901","5520875","12","610.68"
"2021-04-22","70173901","5520875","48","2442.72"
"2021-04-29","70173901","5520875","36","1832.04"
"2021-05-13","70173901","5520875","12","641.28"
"2021-05-20","70173901","5520875","12","641.28"
"2021-05-27","70173901","5520875","24","1282.56"
"2021-06-04","70173901","5520875","12","641.28"
"2021-06-10","70173901","5520875","24","1282.56"
"2021-06-17","70173901","5520875","12","641.28"
"2021-06-25","70173901","5520875","12","641.28"
"2021-07-22","70173901","5520875","12","731.04"
"2021-07-29","70173901","5520875","12","731.04"
"2021-08-06","70173901","5520875","24","1462.08"
"2021-08-27","70173901","5520875","12","731.04"
"2021-09-16","70173901","5520875","24","1125.84"
"2021-09-23","70173901","5520875","24","1462.08"
"2021-09-30","70173901","5520875","36","2193.12"
"2021-10-15","70173901","5520875","24","1462.08"
"2021-10-28","70173901","5520875","12","731.04"
"2021-11-11","70173901","5520875","24","1462.08"
"2021-12-09","70173901","5520875","36","2193.12"
"2021-12-23","70173901","5520875","12","731.04"
"2022-01-07","70173901","5520875","12","731.04"
"2022-01-20","70173901","5520875","12","722.28"
"2022-02-03","70173901","5520875","24","1661.28"
"2022-02-17","70173901","5520875","36","2491.92"
"2022-03-03","70173901","5520875","24","1661.28"
"2021-01-06","70173901","5520882","240","12336"
"2021-01-19","70173901","5520882","1512","62173.44"
"2021-01-26","70173901","5520882","240","9868.8"
"2021-01-08","70173901","5520883","240","12336"
"2021-01-20","70173901","5520883","2112","86845.44"
"2021-01-28","70173901","5520883","720","29606.4"
"2021-02-27","70173901","5520887","372","18931.08"
"2021-03-13","70173901","5520887","12","610.68"
"2021-03-27","70173901","5520887","48","2442.72"
"2021-04-24","70173901","5520887","36","1832.04"
"2021-05-01","70173901","5520887","24","1221.36"
"2021-05-15","70173901","5520887","48","2565.12"
"2021-05-22","70173901","5520887","36","1923.84"
"2021-05-29","70173901","5520887","60","3206.4"
"2021-06-05","70173901","5520887","36","1923.84"
"2021-06-12","70173901","5520887","24","1282.56"
"2021-06-26","70173901","5520887","12","641.28"
"2021-07-10","70173901","5520887","24","1026"
"2021-07-17","70173901","5520887","60","3655.2"
"2021-07-24","70173901","5520887","36","2193.12"
"2021-07-31","70173901","5520887","36","2193.12"
"2021-08-08","70173901","5520887","12","731.04"
"2021-08-14","70173901","5520887","24","1462.08"
"2021-08-22","70173901","5520887","36","2193.12"
"2021-08-30","70173901","5520887","24","1462.08"
"2021-09-07","70173901","5520887","-24","-1462.08"
"2021-09-11","70173901","5520887","24","1462.08"
"2021-09-18","70173901","5520887","24","1125.84"
"2021-09-26","70173901","5520887","12","731.04"
"2021-10-02","70173901","5520887","24","1462.08"
"2021-10-06","70173901","5520887","-12","-731.04"
"2021-10-09","70173901","5520887","48","2924.16"
"2021-10-18","70173901","5520887","12","731.04"
"2021-10-23","70173901","5520887","72","4386.24"
"2021-10-30","70173901","5520887","12","731.04"
"2021-11-05","70173901","5520887","24","1462.08"
"2021-11-13","70173901","5520887","12","731.04"
"2021-11-20","70173901","5520887","12","731.04"
"2021-12-04","70173901","5520887","24","1462.08"
"2021-12-17","70173901","5520887","24","1462.08"
"2021-12-28","70173901","5520887","12","731.04"
"2022-01-22","70173901","5520887","12","722.28"
"2022-01-29","70173901","5520887","24","1661.28"
"2022-02-05","70173901","5520887","24","1661.28"
"2022-02-13","70173901","5520887","12","830.64"
"2022-02-19","70173901","5520887","24","1661.28"
"2022-02-26","70173901","5520887","24","1661.28"
"2022-03-05","70173901","5520887","12","830.64"
"2022-03-12","70173901","5520887","36","2491.92"
"2022-03-26","70173901","5520887","24","1661.28"
"2022-04-02","70173901","5520887","12","830.64"
"2022-04-30","70173901","5520887","60","4900.8"
"2022-05-07","70173901","5520887","12","980.16"
"2022-05-14","70173901","5520887","24","1960.32"
"2022-05-28","70173901","5520887","12","980.16"
"2022-06-04","70173901","5520887","36","2940.48"
"2022-06-18","70173901","5520887","12","980.16"
"2022-06-25","70173901","5520887","24","1568.16"
"2022-07-02","70173901","5520887","48","3136.32"
"2022-07-09","70173901","5520887","48","3136.32"
"2022-07-16","70173901","5520887","36","2352.24"
"2022-07-23","70173901","5520887","24","1568.16"
"2022-07-30","70173901","5520887","48","3136.32"
"2021-02-23","70173901","5520888","528","26869.92"
"2021-03-09","70173901","5520888","12","610.68"
"2021-03-30","70173901","5520888","96","4885.44"
"2021-04-20","70173901","5520888","72","3664.08"
"2021-04-27","70173901","5520888","36","1832.04"
"2021-05-04","70173901","5520888","36","1832.04"
"2021-05-18","70173901","5520888","24","1282.56"
"2021-05-25","70173901","5520888","84","4488.96"
"2021-06-01","70173901","5520888","24","1282.56"
"2021-06-08","70173901","5520888","72","3847.68"
"2021-06-15","70173901","5520888","36","1923.84"
"2021-06-22","70173901","5520888","72","3847.68"
"2021-07-13","70173901","5520888","12","641.28"
"2021-07-20","70173901","5520888","36","2193.12"
"2021-08-03","70173901","5520888","24","1462.08"
"2021-08-10","70173901","5520888","24","1462.08"
"2021-08-17","70173901","5520888","48","2924.16"
"2021-08-24","70173901","5520888","12","731.04"
"2021-09-07","70173901","5520888","24","1462.08"
"2021-09-14","70173901","5520888","36","2193.12"
"2021-09-28","70173901","5520888","48","2924.16"
"2021-10-12","70173901","5520888","24","1462.08"
"2021-10-26","70173901","5520888","60","3655.2"
"2021-11-04","70173901","5520888","12","731.04"
"2021-11-09","70173901","5520888","96","5848.32"
"2021-12-07","70173901","5520888","72","4386.24"
"2021-12-21","70173901","5520888","48","2924.16"
"2021-12-28","70173901","5520888","12","731.04"
"2022-01-04","70173901","5520888","36","2193.12"
"2022-01-10","70173901","5520888","12","722.28"
"2022-01-18","70173901","5520888","36","1668.6"
"2022-01-25","70173901","5520888","60","3611.4"
"2022-02-01","70173901","5520888","36","2491.92"
"2022-02-15","70173901","5520888","36","2491.92"
"2022-02-22","70173901","5520888","12","830.64"
"2022-03-01","70173901","5520888","24","1661.28"
"2022-03-15","70173901","5520888","24","1661.28"
"2022-03-20","70173901","5520888","36","2491.92"
"2022-03-27","70173901","5520888","36","2491.92"
"2022-04-05","70173901","5520888","24","1661.28"
"2022-04-12","70173901","5520888","48","3322.56"
"2022-04-19","70173901","5520888","12","830.64"
"2022-04-26","70173901","5520888","24","1960.32"
"2022-05-03","70173901","5520888","24","1960.32"
"2022-05-10","70173901","5520888","24","1960.32"
"2022-05-17","70173901","5520888","12","980.16"
"2022-05-24","70173901","5520888","12","980.16"
"2022-06-07","70173901","5520888","48","3920.64"
"2022-06-21","70173901","5520888","24","1960.32"
"2022-07-05","70173901","5520888","156","10193.04"
"2022-07-19","70173901","5520888","60","3920.4"
"2022-08-02","70173901","5520888","24","1568.16"
"2022-08-09","70173901","5520888","60","3920.4"
"2021-02-22","70173901","5520897","264","13434.96"
"2021-03-15","70173901","5520897","12","610.68"
"2021-03-22","70173901","5520897","24","1221.36"
"2021-03-29","70173901","5520897","24","1221.36"
"2021-04-19","70173901","5520897","12","610.68"
"2021-04-26","70173901","5520897","24","1221.36"
"2021-05-03","70173901","5520897","12","610.68"
"2021-02-25","70173901","5520898","660","33587.4"
"2021-03-04","70173901","5520898","24","1221.36"
"2021-03-25","70173901","5520898","72","3664.08"
"2021-04-01","70173901","5520898","84","4274.76"
"2021-04-21","70173901","5520898","36","1832.04"
"2021-04-28","70173901","5520898","60","3053.4"
"2021-05-06","70173901","5520898","120","6106.8"
"2021-05-20","70173901","5520898","72","3847.68"
"2021-05-27","70173901","5520898","24","1282.56"
"2021-06-03","70173901","5520898","60","3206.4"
"2021-06-10","70173901","5520898","48","2565.12"
"2021-06-17","70173901","5520898","36","1923.84"
"2021-06-24","70173901","5520898","96","5130.24"
"2021-07-01","70173901","5520898","36","1923.84"
"2021-07-08","70173901","5520898","48","2052"
"2021-07-15","70173901","5520898","12","513"
"2021-07-22","70173901","5520898","12","731.04"
"2021-08-05","70173901","5520898","60","3655.2"
"2021-08-11","70173901","5520898","36","2193.12"
"2021-08-19","70173901","5520898","72","4386.24"
"2021-08-25","70173901","5520898","48","2924.16"
"2021-09-02","70173901","5520898","12","731.04"
"2021-09-09","70173901","5520898","72","4386.24"
"2021-09-23","70173901","5520898","36","2193.12"
"2021-10-01","70173901","5520898","60","3655.2"
"2021-10-07","70173901","5520898","48","2924.16"
"2021-10-14","70173901","5520898","36","2193.12"
"2021-10-21","70173901","5520898","24","1462.08"
"2021-10-29","70173901","5520898","132","8041.44"
"2021-11-04","70173901","5520898","24","1462.08"
"2021-11-11","70173901","5520898","36","2193.12"
"2021-11-18","70173901","5520898","36","2193.12"
"2021-11-25","70173901","5520898","48","2924.16"
"2021-12-02","70173901","5520898","24","1462.08"
"2021-12-09","70173901","5520898","36","2193.12"
"2021-12-16","70173901","5520898","36","2193.12"
"2021-12-23","70173901","5520898","12","731.04"
"2021-12-30","70173901","5520898","12","731.04"
"2022-01-11","70173901","5520898","24","1462.08"
"2022-01-20","70173901","5520898","36","1668.6"
"2022-01-26","70173901","5520898","48","2889.12"
"2022-02-02","70173901","5520898","48","3322.56"
"2022-02-09","70173901","5520898","12","830.64"
"2022-02-17","70173901","5520898","12","830.64"
"2022-02-25","70173901","5520898","12","830.64"
"2022-03-02","70173901","5520898","12","830.64"
"2022-03-09","70173901","5520898","24","1661.28"
"2022-03-15","70173901","5520898","36","2491.92"
"2022-03-25","70173901","5520898","48","3322.56"
"2022-04-02","70173901","5520898","36","2491.92"
"2022-04-09","70173901","5520898","24","1661.28"
"2022-04-15","70173901","5520898","24","1661.28"
"2022-04-23","70173901","5520898","36","2940.48"
"2022-05-06","70173901","5520898","12","980.16"
"2022-05-13","70173901","5520898","24","1960.32"
"2022-06-03","70173901","5520898","36","2940.48"
"2022-06-10","70173901","5520898","24","1960.32"
"2022-06-17","70173901","5520898","24","1960.32"
"2022-06-25","70173901","5520898","12","784.08"
"2022-07-02","70173901","5520898","60","3920.4"
"2022-07-09","70173901","5520898","48","3136.32"
"2022-07-16","70173901","5520898","108","7056.72"
"2022-07-23","70173901","5520898","36","2352.24"
"2022-07-30","70173901","5520898","48","3136.32"
"2021-01-23","70173901","5520904","1500","61680"
"2021-03-28","70173901","5520904","1692","68881.32"
"2021-01-04","70173901","5520905","132","6784.8"
"2021-01-18","70173901","5520905","960","39475.2"
"2021-02-01","70173901","5520905","96","3947.52"
"2021-02-22","70173901","5520905","36","1480.32"
"2021-03-08","70173901","5520905","120","4934.4"
"2021-03-15","70173901","5520905","120","6106.8"
"2021-03-22","70173901","5520905","72","3664.08"
"2021-03-29","70173901","5520905","1632","66438.72"
"2021-04-05","70173901","5520905","48","1954.08"
"2021-04-26","70173901","5520905","372","15144.12"
"2021-05-24","70173901","5520905","1656","70794"
"2021-07-19","70173901","5520905","1380","51612"
"2021-08-15","70173901","5520905","84","3141.6"
"2021-09-06","70173901","5520905","36","2193.12"
"2021-09-13","70173901","5520905","12","731.04"
"2021-09-20","70173901","5520905","1524","71490.84"
"2021-09-27","70173901","5520905","12","562.92"
"2021-10-11","70173901","5520905","300","18276"
"2021-10-18","70173901","5520905","60","3655.2"
"2021-12-06","70173901","5520905","216","10527.84"
"2021-12-20","70173901","5520905","24","1169.76"
"2022-01-24","70173901","5520905","288","13348.8"
"2022-01-31","70173901","5520905","12","556.2"
"2022-02-07","70173901","5520905","12","556.2"
"2022-02-14","70173901","5520905","12","556.2"
"2022-02-21","70173901","5520905","84","3893.4"
"2022-03-20","70173901","5520905","168","8722.56"
"2022-04-11","70173901","5520905","72","3738.24"
"2022-06-13","70173901","5520905","24","1960.32"
"2022-06-27","70173901","5520905","36","2940.48"
"2022-07-04","70173901","5520905","36","2940.48"
"2022-07-25","70173901","5520905","216","13584.24"
